Idioma,Nombre idioma,Grupo/página,Ruta exacta,ID hallazgo,Prioridad,Clasificación,Error o incoherencia,Valor actual,Valor correcto/esperado,Corrección a realizar,Evidencia,Estado,Fuente
IT,Italiano,BLOG_SCOOTER,it/blog/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,BLOG_SKATEBOARD,it/blog/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,HOME,it/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,LOCATION_CONTACT,it/location-contact/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,LONGBOARD,it/longboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,PRICES,it/Prices/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,QUADS,it/quads/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,ROLLERBLADES,it/rollerblades/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,SCOOTER,it/scooter/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
IT,Italiano,SKATEBOARD,it/skateboard/index.html,RSB-003,ALTA,E,Existe una API key de Google Maps en cliente; desde el ZIP no puede verificarse que esté restringida.,Clave de Google Maps visible en el HTML cliente.,Restricciones de Website/dominio y API exacta verificadas en Google Cloud.,Verificar en Google Cloud las restricciones de Website/dominio y de API de la clave usada por esta página; no cambiar el HTML basándose solo en la visibilidad de la clave.,El HTML contiene una clave con prefijo AIza. La auditoría clasifica la restricción Cloud como no verificable desde el ZIP.,REQUIERE CONFIRMACIÓN,Auditoría forense + ZIP auditado
